2020-10-08 10:29:22.661000 | 1610, 0.0, 49.584, 0.38
2020-10-08 10:29:32.941000 | 1100, 0.0, 49.589, 0.3
2020-10-08 10:29:56.146000 | 1200, 0.0, 49.579, 0.7
2020-10-08 10:30:07.204000 | 1610, 5.9, 48.842, 14.28
2020-10-08 10:30:12.319000 | 1620, 6.0, 48.795, 14.35
2020-10-08 10:30:19.687000 | 1630, 6.1, 48.673, 15.87
2020-10-08 10:30:30.194000 | 1640, 6.7, 48.555, 17.1
2020-10-08 10:30:38.113000 | 1650, 6.9, 48.495, 17.66
2020-10-08 10:30:46.125000 | 1660, 7.2, 48.41, 18.83
2020-10-08 10:30:59.182000 | 1670, 7.4, 48.327, 19.57
2020-10-08 10:31:08.458000 | 1680, 7.9, 48.246, 20.77
2020-10-08 10:31:16.235000 | 1690, 8.0, 48.222, 20.85
2020-10-08 10:31:26.745000 | 1700, 8.1, 48.145, 21.84
2020-10-08 10:31:39.421000 | 1710, 8.5, 48.017, 23.83
2020-10-08 10:31:46.465000 | 1720, 8.8, 47.943, 24.9
2020-10-08 10:31:52.244000 | 1730, 9.0, 47.874, 26.0
2020-10-08 10:32:01.612000 | 1740, 9.0, 47.804, 26.89
2020-10-08 10:32:08.087000 | 1750, 9.2, 47.718, 28.25
2020-10-08 10:32:18.171000 | 1760, 9.7, 47.653, 28.93
2020-10-08 10:32:24.414000 | 1770, 9.8, 47.553, 30.68
2020-10-08 10:32:32.258000 | 1780, 10.0, 47.493, 31.46
2020-10-08 10:32:37.728000 | 1790, 10.1, 47.415, 32.9
2020-10-08 10:32:45.352000 | 1800, 10.3, 47.335, 33.93
2020-10-08 10:32:58.941000 | 1810, 10.8, 47.158, 36.9
2020-10-08 10:33:17.235000 | 1820, 10.9, 47.241, 38.54
2020-10-08 10:33:23.033000 | 1830, 11.1, 47.069, 40.4
2020-10-08 10:33:31.039000 | 1840, 11.7, 46.952, 41.1
2020-10-08 10:34:05.063000 | 1850, 12.0, 47.137, 43.38
2020-10-08 10:34:13.966000 | 1860, 12.3, 46.832, 45.0
2020-10-08 10:34:25.874000 | 1870, 12.6, 46.634, 46.56
2020-10-08 10:34:39.556000 | 1880, 12.9, 46.63, 49.89
2020-10-08 10:34:46.799000 | 1890, 13.1, 46.44, 50.14
2020-10-08 10:35:07.523000 | 1900, 13.5, 46.449, 52.28
2020-10-08 10:35:20.282000 | 1910, 13.5, 46.343, 53.8
2020-10-08 10:35:29.839000 | 1920, 13.5, 46.262, 51.86
2020-10-08 10:35:35.661000 | 1930, 15.3, 46.213, 51.71
2020-10-08 10:35:45.505000 | 1940, 13.5, 46.078, 53.25
