0,0,0,0,1105,0
1214719,0,0,0,1110,0
1214719,0,0,0,1115,0
1214719,0,0,0,1120,0
1214719,11.6,1.48,219,1125,17
1214919,11.6,1.48,219,1130,17
1214919,11.6,1.48,219,1130,17
1214919,11.6,1.48,219,1130,17
1214919,11.61,1.49,220,1130,17
1215122,11.61,1.49,220,1130,17
1215122,11.61,1.49,220,1130,17
1215122,11.61,1.49,220,1130,17
1215122,11.596,1.47,220,1130,17
1215122,11.596,1.47,220,1130,17
1215319,11.596,1.47,220,1130,17
1215319,11.596,1.47,220,1130,17
1215319,11.606,1.48,220,1130,17
1215319,11.606,1.48,220,1130,17
1215519,11.606,1.48,220,1130,17
1215519,11.606,1.48,220,1130,17
1215519,11.606,1.48,220,1130,17
1215519,11.598,1.48,220,1130,17
1215719,11.598,1.48,220,1130,17
1215719,11.598,1.48,220,1130,17
1215719,11.598,1.48,220,1130,17
1215719,11.587,1.48,220,1130,17
1215922,11.587,1.48,220,1130,17
1215922,11.587,1.48,220,1130,17
1215922,11.587,1.48,220,1130,17
1215922,11.601,1.48,220,1130,17
1216119,11.601,1.48,220,1130,17
1216119,11.601,1.48,220,1130,17
1216119,11.601,1.48,220,1130,17
1216119,11.595,1.49,220,1130,17
1216319,11.595,1.49,220,1130,17
1216319,11.595,1.49,220,1130,17
1216319,11.595,1.49,220,1130,17
1216319,11.598,1.48,220,1130,17
1216519,11.598,1.48,220,1130,17
1216519,11.598,1.48,220,1130,17
1216519,11.598,1.48,220,1130,17
1216519,11.611,1.49,220,1130,17
1216719,11.611,1.49,220,1130,17
1216719,11.611,1.49,220,1130,17
1216719,11.601,1.51,220,1130,17
1216719,11.601,1.51,220,1130,17
1216922,11.601,1.51,220,1130,17
1216922,11.601,1.51,220,1130,17
1216922,11.585,1.48,220,1130,17
1216922,11.585,1.48,220,1130,17
1217119,11.585,1.48,220,1130,17
1217119,11.585,1.48,220,1130,17
1217119,11.61,1.48,220,1130,17
1217119,11.61,1.48,220,1130,17
1217319,11.61,1.48,220,1130,17
1217319,11.61,1.48,220,1130,17
1217319,11.6,1.49,220,1130,17
1217319,11.6,1.49,220,1130,17
1217519,11.6,1.49,220,1130,17
1217519,11.6,1.49,220,1130,17
1217519,11.588,1.48,220,1130,17
1217519,11.588,1.48,220,1130,17
1217722,11.588,1.48,220,1130,17
1217722,11.588,1.48,220,1130,17
1217722,11.588,1.48,220,1130,17
1217722,11.588,1.49,220,1130,17
1217919,11.588,1.49,220,1130,17
1217919,11.588,1.49,220,1130,17
1217919,11.588,1.49,220,1130,17
1217919,11.611,1.48,220,1130,17
1218119,11.611,1.48,220,1130,17
1218119,11.611,1.48,220,1130,17
1218119,11.611,1.48,220,1130,17
1218119,11.602,1.48,220,1130,17
1218119,11.602,1.48,220,1130,17
1218319,11.602,1.48,220,1130,17
1218319,11.602,1.48,220,1130,17
1218319,11.611,1.48,220,1130,17
1218319,11.611,1.48,220,1130,17
1218519,11.611,1.48,220,1130,17
1218519,11.611,1.48,220,1130,17
1218519,11.601,1.5,220,1130,17
1218519,11.601,1.5,220,1130,17
1218722,11.601,1.5,220,1130,17
1218722,11.601,1.5,220,1130,17
1218722,11.59,1.48,220,1130,17
1218722,11.59,1.48,220,1130,17
1218919,11.59,1.48,220,1130,17
1218919,11.59,1.48,220,1130,17
1218919,11.603,1.49,220,1130,17
1218919,11.603,1.49,220,1130,17
1219119,11.603,1.49,220,1130,17
1219119,11.603,1.49,220,1130,17
1219119,11.611,1.48,220,1130,17
1219119,11.611,1.48,220,1130,17
1219319,11.611,1.48,220,1130,17
1219319,11.611,1.48,220,1130,17
1219319,11.601,1.49,220,1130,17
1219319,11.601,1.49,220,1130,17
1219522,11.601,1.49,220,1130,17
1219522,11.601,1.49,220,1130,17
1219522,11.601,1.49,220,1130,17
1219522,11.608,1.49,220,1130,17
1219719,11.608,1.49,220,1130,17
1219719,11.608,1.49,220,1130,17
1219719,11.608,1.49,220,1130,17
1219719,11.6,1.5,220,1130,17
1219919,11.6,1.5,220,1130,17
1219919,11.6,1.5,220,1130,17
1219919,11.6,1.5,220,1130,17
1219919,11.577,1.5,220,1130,17
1220119,11.577,1.5,220,1130,17
1220119,11.577,1.5,220,1130,17
1220119,11.577,1.5,220,1130,17
