2020-10-19 14:54:20.493000,0,49.383,1.6,456,1100,79
2020-10-19 14:54:20.544000,0,49.393,1.37,456,1100,67
2020-10-19 14:54:20.595000,0,49.401,1.26,456,1100,62
2020-10-19 14:54:20.646000,0,49.407,1.2,456,1100,59
2020-10-19 14:54:20.697000,0,49.614,0.26,498,1100,12
2020-10-19 14:54:20.749000,0,49.609,0.25,498,1100,12
2020-10-19 14:54:20.800000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:20.852000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:20.903000,0,49.614,0.26,498,1100,12
2020-10-19 14:54:20.954000,0,49.614,0.26,498,1100,12
2020-10-19 14:54:21.007000,0,49.612,0.25,498,1100,12
2020-10-19 14:54:21.059000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:21.110000,0,49.612,0.25,498,1100,12
2020-10-19 14:54:21.161000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:21.213000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:21.265000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:21.315000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:21.366000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:21.417000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:21.469000,0,49.614,0.26,498,1100,12
2020-10-19 14:54:21.520000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:21.572000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:21.623000,0,49.612,0.25,498,1100,12
2020-10-19 14:54:21.675000,0,49.61,0.25,498,1100,12
2020-10-19 14:54:21.726000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:21.777000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:21.829000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:21.880000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:21.932000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:21.983000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:22.035000,0,49.612,0.26,498,1100,12
2020-10-19 14:54:22.087000,0,49.61,0.26,498,1100,12
2020-10-19 14:54:22.139000,0,49.61,0.26,498,1100,12
