2020-10-21 19:28:21.472000,0,0,0,0,1100,0
2020-10-21 19:28:21.573000,0,0,0,0,1100,0
2020-10-21 19:28:21.673000,0,0,0,0,1100,0
2020-10-21 19:28:21.774000,0,11.41,1.56,1008,1100,17
2020-10-21 19:28:21.875000,0,11.41,1.56,1008,1100,17
2020-10-21 19:28:21.976000,0,11.41,1.57,1009,1100,17
2020-10-21 19:28:22.077000,0,11.41,1.57,1009,1100,17
2020-10-21 19:28:22.177000,0,11.41,1.57,1009,1100,17
2020-10-21 19:28:22.279000,0,11.412,1.6,1009,1100,18
2020-10-21 19:28:22.381000,0,11.412,1.6,1009,1100,18
2020-10-21 19:28:22.482000,0,11.412,1.6,1009,1100,18
2020-10-21 19:28:22.583000,0,11.402,1.58,1009,1100,18
2020-10-21 19:28:22.684000,0,11.402,1.58,1009,1100,18
2020-10-21 19:28:22.785000,0,11.402,1.58,1009,1100,18
2020-10-21 19:28:22.887000,0,11.402,1.58,1009,1100,18
2020-10-21 19:28:22.988000,0,11.405,1.57,1009,1100,17
2020-10-21 19:28:23.089000,0,11.405,1.57,1009,1100,17
2020-10-21 19:28:23.190000,0,11.417,1.58,1009,1100,18
2020-10-21 19:28:23.291000,0,11.417,1.58,1009,1100,18
2020-10-21 19:28:23.392000,0,11.417,1.58,1009,1100,18
2020-10-21 19:28:23.493000,0,11.401,1.58,1009,1100,18
2020-10-21 19:28:23.594000,0,11.401,1.58,1009,1100,18
2020-10-21 19:28:23.696000,0,11.401,1.58,1009,1100,18
2020-10-21 19:28:23.797000,0,11.401,1.57,1009,1100,17
2020-10-21 19:28:23.898000,0,11.401,1.57,1009,1100,17
2020-10-21 19:28:23.999000,0,11.401,1.57,1009,1100,17
2020-10-21 19:28:24.100000,0,11.42,1.58,1009,1100,18
2020-10-21 19:28:24.201000,0,11.42,1.58,1009,1100,18
2020-10-21 19:28:24.302000,0,11.42,1.58,1009,1100,18
2020-10-21 19:28:24.404000,0,11.41,1.57,1009,1100,17
