2020-10-21 18:02:42.620000,369664,11.397,1.58,65,1100,18
2020-10-21 18:02:42.822000,454664,11.417,1.57,81,1100,17
2020-10-21 18:02:43.022000,455464,11.404,1.58,81,1100,18
2020-10-21 18:02:43.225000,456264,11.422,1.58,81,1100,18
2020-10-21 18:02:43.426000,457264,11.385,1.58,81,1100,17
2020-10-21 18:02:43.627000,458064,11.41,1.57,81,1100,17
2020-10-21 18:02:43.830000,459064,11.402,1.58,81,1100,18
2020-10-21 18:02:44.032000,459864,11.42,1.57,82,1100,17
2020-10-21 18:02:44.234000,460864,11.405,1.58,82,1100,18
2020-10-21 18:02:44.435000,461664,11.422,1.58,82,1100,18
2020-10-21 18:02:44.637000,462664,11.399,1.58,82,1100,18
2020-10-21 18:02:44.839000,463464,11.401,1.58,82,1100,18
2020-10-21 18:02:45.041000,464464,11.405,1.58,82,1100,18
2020-10-21 18:02:45.244000,465264,11.419,1.57,82,1100,17
2020-10-21 18:02:45.446000,465664,11.384,1.59,83,1100,18
2020-10-21 18:02:45.648000,465867,11.425,1.58,83,1100,18
2020-10-21 18:02:45.849000,466064,11.402,1.57,83,1100,17
2020-10-21 18:02:46.052000,466264,11.394,1.58,83,1100,18
2020-10-21 18:02:46.253000,466464,11.414,1.57,83,1100,17
2020-10-21 18:02:46.456000,466667,11.392,1.58,83,1100,17
2020-10-21 18:02:46.657000,466864,11.392,1.58,83,1100,17
2020-10-21 18:02:46.859000,467064,11.422,1.57,83,1100,17
2020-10-21 18:02:47.061000,467264,11.402,1.58,83,1100,18
2020-10-21 18:02:47.262000,467464,11.396,1.58,83,1100,18
2020-10-21 18:02:47.463000,467664,11.412,1.57,83,1100,17
2020-10-21 18:02:47.666000,467864,11.399,1.59,83,1100,18
2020-10-21 18:02:47.868000,468064,11.392,1.58,83,1100,17
2020-10-21 18:02:48.069000,468264,11.42,1.58,83,1100,18
2020-10-21 18:02:48.271000,468467,11.404,1.58,83,1100,18
2020-10-21 18:02:48.473000,468664,11.396,1.58,83,1100,18
2020-10-21 18:02:48.674000,468864,11.414,1.58,83,1100,18
2020-10-21 18:02:48.875000,469064,11.404,1.57,83,1100,17
2020-10-21 18:02:49.077000,469264,11.391,1.58,83,1100,17
2020-10-21 18:02:49.279000,469467,11.422,1.58,83,1100,18
2020-10-21 18:02:49.481000,469664,11.402,1.57,83,1100,17
2020-10-21 18:02:49.683000,469864,11.394,1.58,83,1100,18
2020-10-21 18:02:49.885000,470064,11.422,1.58,83,1100,18
2020-10-21 18:02:50.086000,470266,11.402,1.58,83,1100,18
2020-10-21 18:02:50.288000,470464,11.394,1.58,83,1100,18
2020-10-21 18:02:50.490000,470664,11.414,1.58,83,1100,18
2020-10-21 18:02:50.691000,470864,11.396,1.56,84,1100,17
2020-10-21 18:02:50.892000,471064,11.387,1.59,84,1100,18
2020-10-21 18:02:51.095000,471267,11.422,1.57,84,1100,17
2020-10-21 18:02:51.296000,471466,11.404,1.57,84,1100,17
2020-10-21 18:02:51.498000,471664,11.392,1.58,84,1100,17
2020-10-21 18:02:51.699000,471864,11.414,1.57,84,1100,17
2020-10-21 18:02:51.901000,472067,11.389,1.57,84,1100,17
2020-10-21 18:02:52.102000,472264,11.391,1.58,84,1100,17
2020-10-21 18:02:52.304000,472464,11.42,1.58,84,1100,18
2020-10-21 18:02:52.506000,472664,11.402,1.58,84,1100,18
2020-10-21 18:02:52.707000,472864,11.394,1.58,84,1100,18
2020-10-21 18:02:52.909000,473064,11.418,1.57,84,1100,17
2020-10-21 18:02:53.112000,473264,11.399,1.58,84,1100,18
2020-10-21 18:02:53.314000,473464,11.394,1.58,84,1100,18
2020-10-21 18:02:53.514000,473664,11.422,1.58,84,1100,18
2020-10-21 18:02:53.716000,473867,11.401,1.58,84,1100,18
2020-10-21 18:02:53.918000,474064,11.394,1.57,84,1100,17
2020-10-21 18:02:54.120000,474264,11.412,1.6,84,1100,18
2020-10-21 18:02:54.322000,474464,11.401,1.57,84,1100,17
2020-10-21 18:02:54.523000,474664,11.391,1.58,84,1100,17
2020-10-21 18:02:54.725000,474864,11.417,1.58,84,1100,18
2020-10-21 18:02:54.928000,475064,11.399,1.58,84,1100,18
2020-10-21 18:02:55.130000,475264,11.389,1.58,84,1100,17
2020-10-21 18:02:55.331000,475464,11.422,1.58,84,1100,18
2020-10-21 18:02:56.687000,476864,11.402,1.58,85,1100,18
