0,0,0,0,1100,0
374985,0,0,0,1100,0
374985,0,0,0,1100,0
374985,50.109,0.3,62,1100,15
374985,50.109,0.3,62,1100,15
375185,50.109,0.3,62,1100,15
375185,50.109,0.3,62,1100,15
375185,50.109,0.31,62,1100,15
375385,50.109,0.31,62,1100,15
375385,50.109,0.31,62,1100,15
375385,50.104,0.33,62,1100,16
375385,50.104,0.33,62,1100,16
375585,50.104,0.33,62,1100,16
375585,50.104,0.33,62,1100,16
375585,50.102,0.4,62,1100,20
375585,50.102,0.4,62,1100,20
375785,50.102,0.4,62,1100,20
375785,50.102,0.4,62,1100,20
375785,50.099,0.37,62,1100,18
375785,50.099,0.37,62,1100,18
375987,50.099,0.37,62,1100,18
375987,50.099,0.37,62,1100,18
375987,50.101,0.37,62,1100,18
375987,50.101,0.37,62,1100,18
376185,50.101,0.37,62,1100,18
376185,50.101,0.37,62,1100,18
376185,50.109,0.33,62,1100,16
376185,50.109,0.33,62,1100,16
376385,50.109,0.33,62,1100,16
376385,50.109,0.33,62,1100,16
376385,50.109,0.3,62,1100,15
376385,50.109,0.3,62,1100,15
376585,50.109,0.3,62,1100,15
376585,50.109,0.3,62,1100,15
376585,50.106,0.3,62,1100,15
376787,50.106,0.3,62,1100,15
376787,50.106,0.3,62,1100,15
376787,50.106,0.3,62,1100,15
376787,50.108,0.3,62,1100,15
376985,50.108,0.3,62,1100,15
376985,50.108,0.3,62,1100,15
376985,50.108,0.3,62,1100,15
376985,50.104,0.3,62,1100,15
377185,50.104,0.3,62,1100,15
377185,50.104,0.3,62,1100,15
377185,50.104,0.3,62,1100,15
377185,50.107,0.31,62,1100,15
377385,50.107,0.31,62,1100,15
377385,50.107,0.31,62,1100,15
377385,50.107,0.31,62,1100,15
377385,50.101,0.32,62,1100,16
377585,50.101,0.32,62,1100,16
377585,50.101,0.32,62,1100,16
377585,50.102,0.41,62,1100,20
377585,50.102,0.41,62,1100,20
377785,50.102,0.41,62,1100,20
377785,50.102,0.41,62,1100,20
377785,50.099,0.37,62,1100,18
377785,50.099,0.37,62,1100,18
377985,50.099,0.37,62,1100,18
377985,50.099,0.37,62,1100,18
377985,50.099,0.37,62,1100,18
377985,50.099,0.37,62,1100,18
378185,50.099,0.37,62,1100,18
378185,50.099,0.37,62,1100,18
378185,50.106,0.34,62,1100,17
378185,50.106,0.34,62,1100,17
378385,50.106,0.34,62,1100,17
378385,50.106,0.34,62,1100,17
378385,50.109,0.3,62,1100,15
378585,50.109,0.3,62,1100,15
378585,50.109,0.3,62,1100,15
378585,50.109,0.3,62,1100,15
378585,50.104,0.31,62,1100,15
378585,50.104,0.31,62,1100,15
378785,50.104,0.31,62,1100,15
378785,50.104,0.31,62,1100,15
378785,50.108,0.3,62,1100,15
378985,50.108,0.3,62,1100,15
378985,50.108,0.3,62,1100,15
378985,50.108,0.3,62,1100,15
378985,50.102,0.3,62,1100,15
379185,50.102,0.3,62,1100,15
379185,50.102,0.3,62,1100,15
379185,50.102,0.3,62,1100,15
379185,50.104,0.32,62,1100,16
379385,50.104,0.32,62,1100,16
379385,50.104,0.32,62,1100,16
379385,50.102,0.31,62,1100,15
379385,50.102,0.31,62,1100,15
379585,50.102,0.31,62,1100,15
379585,50.102,0.31,62,1100,15
379585,50.102,0.31,62,1100,15
379585,50.101,0.42,63,1100,21
379785,50.101,0.42,63,1100,21
379785,50.101,0.42,63,1100,21
379785,50.103,0.37,63,1100,18
379785,50.103,0.37,63,1100,18
379985,50.103,0.37,63,1100,18
379985,50.103,0.37,63,1100,18
379985,50.099,0.36,63,1100,18
379985,50.099,0.36,63,1100,18
380185,50.099,0.36,63,1100,18
380185,50.099,0.36,63,1100,18
380185,50.104,0.35,63,1100,17
380185,50.104,0.35,63,1100,17
380385,50.104,0.35,63,1100,17
380385,50.104,0.35,63,1100,17
380385,50.109,0.32,63,1100,16
380385,50.109,0.32,63,1100,16
380585,50.109,0.32,63,1100,16
380585,50.109,0.32,63,1100,16
380585,50.104,0.31,63,1100,15
380585,50.104,0.31,63,1100,15
380785,50.104,0.31,63,1100,15
380785,50.104,0.31,63,1100,15
380785,50.101,0.31,63,1100,15
380785,50.101,0.31,63,1100,15
380985,50.101,0.31,63,1100,15
380985,50.101,0.31,63,1100,15
380985,50.107,0.32,63,1100,16
381185,50.107,0.32,63,1100,16
381185,50.107,0.32,63,1100,16
381185,50.107,0.32,63,1100,16
381185,50.104,0.31,63,1100,15
381387,50.104,0.31,63,1100,15
381387,50.104,0.31,63,1100,15
